location_id,location_name,poll,variable,slope,slope_lower,slope_upper,p.stars,p,date_from,date_to
agra_ind.34_1_in,Agra,pm10,observed,-18.981073822121452,-36.661218631008474,-2.970869623400209,*,0.030050083472454192,2021-06-04,2024-08-31
agra_ind.34_1_in,Agra,pm10,trend,-23.086910516607798,-25.31580434939453,-15.84452630700507,***,0,2021-06-04,2024-08-31
agra_ind.34_1_in,Agra,pm25,observed,-14.382061439301916,-22.019265096611566,-4.983291329044212,***,0,2021-01-01,2024-08-31
agra_ind.34_1_in,Agra,pm25,trend,-14.173381886767064,-17.425780251364408,-7.776071455792438,***,0,2021-01-01,2024-08-31
ahmedabad_ind.11_1_in,Ahmedabad,pm10,observed,-9.473266574445587,-18.29617621342344,0.9417369059073,+,0.08347245409015036,2021-01-01,2024-08-31
ahmedabad_ind.11_1_in,Ahmedabad,pm10,trend,-3.142696842463723,-4.5290666153527095,-2.65420239898365,***,0,2021-01-01,2024-08-31
ahmedabad_ind.11_1_in,Ahmedabad,pm25,observed,-1.7480591594413442,-6.008524272510799,2.4712102563401923,,0.27378964941569284,2021-01-01,2024-08-31
ahmedabad_ind.11_1_in,Ahmedabad,pm25,trend,0.48502139694687096,0.16434103983213644,0.7370211726612174,**,0.00667779632721202,2021-01-01,2024-08-31
alwar_ind.29_1_in,Alwar,pm10,observed,-1.3812526331330006,-7.717969949756211,3.260457012658434,,0.5342237061769617,2021-01-01,2024-08-31
alwar_ind.29_1_in,Alwar,pm10,trend,-0.4866753751651551,-1.3605478041888044,0.499319714355787,,0.333889816360601,2021-01-01,2024-08-31
alwar_ind.29_1_in,Alwar,pm25,observed,-1.007963092683643,-5.122579424552865,2.767985550932719,,0.4574290484140233,2021-01-01,2024-08-31
alwar_ind.29_1_in,Alwar,pm25,trend,0.07314252357417225,-0.6961809682038194,0.919307972177803,,0.8013355592654424,2021-01-01,2024-08-31
amritsar_ind.28_1_in,Amritsar,pm10,observed,1.5341820476162273,-6.438599798076277,8.51664519991538,,0.6410684474123539,2021-01-01,2024-08-31
amritsar_ind.28_1_in,Amritsar,pm10,trend,1.8110480244299756,0.02899471872005469,2.8851575956101767,*,0.04674457429048414,2021-01-01,2024-08-31
amritsar_ind.28_1_in,Amritsar,pm25,observed,1.8300691151005368,-2.0729351140060643,6.863524815295377,,0.41068447412353926,2021-01-01,2024-08-31
amritsar_ind.28_1_in,Amritsar,pm25,trend,2.0295409552778736,1.3896285193146998,3.2907370945111984,***,0,2021-01-01,2024-08-31
anantapur_ind.2_1_in,Anantapur,pm10,observed,9.911433509500545,2.075315749064395,19.53375646945121,*,0.01335559265442404,2022-08-17,2024-08-31
anantapur_ind.2_1_in,Anantapur,pm10,trend,12.909443912361416,2.794279149936206,18.71465409189169,***,0,2022-08-17,2024-08-31
anantapur_ind.2_1_in,Anantapur,pm25,observed,-2.912377194767432,-8.409809167694263,2.726318047019251,,0.26711185308848084,2022-08-17,2024-08-31
anantapur_ind.2_1_in,Anantapur,pm25,trend,-0.21468380161353293,-3.0229945243949237,2.6925618732244336,,0.8514190317195325,2022-08-17,2024-08-31
asanol_ind.36_1_in,Asanol,pm10,observed,-2.7930340396590863,-21.251486239727228,15.816323724407011,,0.7178631051752922,2021-01-01,2024-08-31
asanol_ind.36_1_in,Asanol,pm10,trend,-0.5524775773946795,-3.7873638111612777,3.2827653265253707,,0.7479131886477461,2021-01-01,2024-08-31
asanol_ind.36_1_in,Asanol,pm25,observed,1.079717898288518,-7.133671816716665,9.472485234419391,,0.7245409015025042,2021-01-01,2024-08-31
asanol_ind.36_1_in,Asanol,pm25,trend,1.2575559228825326,0.3982914562935009,3.1341979578819847,**,0.00667779632721202,2021-01-01,2024-08-31
aurangabad_ind.20_1_in,Aurangabad,pm10,observed,4.793355173066718,-6.061980119894237,16.175496358014474,,0.42070116861435725,2021-01-01,2024-08-31
aurangabad_ind.20_1_in,Aurangabad,pm10,trend,7.058225097642373,3.055526898145032,8.169281654917048,***,0,2021-01-01,2024-08-31
aurangabad_ind.20_1_in,Aurangabad,pm25,observed,0.984279234512061,-3.205075831809796,7.89953666474827,,0.671118530884808,2021-01-01,2024-08-31
aurangabad_ind.20_1_in,Aurangabad,pm25,trend,2.690053135769582,1.6217364941678294,3.6893351832486694,***,0,2021-01-01,2024-08-31
baddi_ind.13_1_in,Baddi,pm10,observed,-8.119933143001491,-35.60174157585991,19.9460175359665,,0.320534223706177,2022-03-11,2024-08-31
baddi_ind.13_1_in,Baddi,pm10,trend,-9.558498922571848,-19.986627905917047,-1.600581952807821,*,0.030050083472454192,2022-03-11,2024-08-31
baddi_ind.13_1_in,Baddi,pm25,observed,-1.1071977248752614,-11.090600522137164,10.058027218376079,,0.7412353923205341,2022-03-11,2024-08-31
baddi_ind.13_1_in,Baddi,pm25,trend,-1.0261205031289666,-4.64348635363886,1.7890131727160368,,0.6143572621035058,2022-03-12,2024-08-31
bangalore_ind.16_1_in,Bangalore,pm10,observed,0.12423617975925456,-5.902077325850844,7.921260347073201,,0.988313856427379,2021-01-01,2024-08-31
bangalore_ind.16_1_in,Bangalore,pm10,trend,1.3775828853542873,0.33066773336112576,2.444710562837848,*,0.02671118530884808,2021-01-01,2024-08-31
bangalore_ind.16_1_in,Bangalore,pm25,observed,-0.2836413968119604,-3.355115245019324,3.06636675994762,,0.8180300500834725,2021-01-01,2024-08-31
bangalore_ind.16_1_in,Bangalore,pm25,trend,0.41321673342289333,-0.04177320366625216,0.6444142402877358,+,0.07345575959933222,2021-01-01,2024-08-31
bareilly_ind.34_1_in,Bareilly,pm10,observed,-35.42257013505928,-58.40082469231615,-5.945579601911171,*,0.013355592654423987,2022-05-25,2024-08-31
bareilly_ind.34_1_in,Bareilly,pm10,trend,-29.1881571730948,-32.647299370996755,-26.08112471725113,***,0,2022-05-25,2024-08-31
bareilly_ind.34_1_in,Bareilly,pm25,observed,-16.80447424598644,-26.796519910077464,-6.592553823680431,**,0.0033388981636059967,2022-05-25,2024-08-31
bareilly_ind.34_1_in,Bareilly,pm25,trend,-14.582518140506295,-17.540770407190116,-12.126526502952188,***,0,2022-06-02,2024-08-31
bhilai_ind.7_1_in,Bhilai,pm10,observed,-1.8139285181544036,-12.821337211733185,13.444352184908013,,0.8814691151919867,2021-11-16,2024-08-31
bhilai_ind.7_1_in,Bhilai,pm10,trend,9.980499087977202,8.816493135429537,11.697405157561732,***,0,2021-11-16,2024-08-31
bhilai_ind.7_1_in,Bhilai,pm25,observed,1.745673322032675,-2.246663202014995,8.304432065335076,,0.2671118530884808,2021-11-24,2024-08-31
bhilai_ind.7_1_in,Bhilai,pm25,trend,6.0345827170878605,4.939170374327627,6.743382759847389,***,0,2021-11-25,2024-08-31
bhopal_ind.19_1_in,Bhopal,pm10,observed,-11.289699592525036,-24.715738826549142,2.3820901822469365,+,0.08347245409015036,2021-01-01,2024-08-31
bhopal_ind.19_1_in,Bhopal,pm10,trend,-3.340939634265186,-4.325780363285696,-2.0047564635166872,***,0,2021-01-01,2024-08-31
bhopal_ind.19_1_in,Bhopal,pm25,observed,-3.0605423908507516,-8.612635282286163,3.4406003350153114,,0.4874791318864775,2021-01-01,2024-08-31
bhopal_ind.19_1_in,Bhopal,pm25,trend,-0.32917438067948224,-1.4114958068085508,0.45315780459060695,,0.4908180300500835,2021-01-01,2024-08-31
chandigarh_ind.6_1_in,Chandigarh,pm10,observed,8.827977839297256,-2.7152030433109293,18.729688586619005,,0.19365609348914858,2021-01-01,2024-08-31
chandigarh_ind.6_1_in,Chandigarh,pm10,trend,9.795775586838944,8.48290109135021,10.961438098201446,***,0,2021-01-01,2024-08-31
chandigarh_ind.6_1_in,Chandigarh,pm25,observed,3.6410307230288725,-3.2268952907452095,11.2755751580363,,0.31719532554257096,2021-01-01,2024-08-31
chandigarh_ind.6_1_in,Chandigarh,pm25,trend,7.758756657635099,6.471057416518325,8.37168876752562,***,0,2021-01-01,2024-08-31
chandrapur_ind.20_1_in,Chandrapur,pm10,observed,-9.295584343765404,-19.869837447463635,2.2895376816116424,+,0.09348914858096835,2021-01-01,2024-08-31
chandrapur_ind.20_1_in,Chandrapur,pm10,trend,-4.291873369877674,-7.5242725461629245,-1.9701443109479195,**,0.0033388981636059967,2021-01-01,2024-08-31
chandrapur_ind.20_1_in,Chandrapur,pm25,observed,-0.34146102657360616,-6.44603016133606,6.740494761043014,,0.8681135225375627,2021-01-01,2024-08-31
chandrapur_ind.20_1_in,Chandrapur,pm25,trend,2.365306904567996,1.416659485486163,3.5629854483524337,***,0,2021-01-01,2024-08-31
chennai_ind.31_1_in,Chennai,pm25,observed,0.3077087573572529,-2.4800880099072242,3.4880563697141516,,0.8347245409015025,2021-01-01,2024-08-31
chennai_ind.31_1_in,Chennai,pm25,trend,0.8558065049272061,0.3616595214157727,1.3532788502263384,***,0,2021-01-01,2024-08-31
davanagere_ind.16_1_in,Davanagere,pm10,observed,-3.542687012961552,-11.820697460668546,3.0632102516487763,,0.24040066777963265,2021-01-12,2024-08-31
davanagere_ind.16_1_in,Davanagere,pm10,trend,-1.3964524405470973,-2.0106440525720086,-1.0592081792606716,***,0,2021-01-12,2024-08-31
davanagere_ind.16_1_in,Davanagere,pm25,observed,2.45712233866441,-0.409230385981176,6.831112694231557,+,0.09015025041736227,2021-01-12,2024-08-31
davanagere_ind.16_1_in,Davanagere,pm25,trend,3.794950852255,1.77250683423521,5.351631015468368,***,0,2021-01-12,2024-08-31
dehradun_ind.35_1_in,Dehradun,pm10,observed,-5.247644087071712,-32.36630098159035,25.34997922819934,,0.4974958263772955,2022-04-22,2024-08-31
dehradun_ind.35_1_in,Dehradun,pm10,trend,-1.4391749863482215,-4.833655166656531,0.009154823150380841,+,0.06343906510851416,2022-04-22,2024-08-31
dehradun_ind.35_1_in,Dehradun,pm25,observed,0.12635754260947274,-11.038542380854786,14.485380337861931,,0.9181969949916527,2022-04-22,2024-08-31
dehradun_ind.35_1_in,Dehradun,pm25,trend,1.9391141186180958,-0.5805114466408196,4.6266897676462575,,0.12687813021702837,2022-04-23,2024-08-31
delhi_ind.25_1_in,Delhi,pm10,observed,-11.930488625954666,-39.35722835101745,13.879777011095321,,0.327212020033389,2021-01-01,2024-08-31
delhi_ind.25_1_in,Delhi,pm10,trend,-0.5309750828766132,-2.208117622107647,0.37638998596785855,,0.23038397328881466,2021-01-01,2024-08-31
delhi_ind.25_1_in,Delhi,pm25,observed,-4.894846854660697,-22.538699893609888,6.376263968929424,,0.39065108514190316,2021-01-01,2024-08-31
